,first_name,last_name,city,country,CustomerRevenue,NumOrders,FirstTouchTrafficSource,Recency,AvgPurchaseInterval
7380,Brandi,Carlson,Hangzhou,China,121.06999969482422,4,Search,2025-07-05 23:10:19+00:00,
7381,Shawna,Willis,Jinzhou,China,121.0,3,Search,2025-06-12 00:13:45+00:00,237.0
7382,Mary,Young,Beijing,China,121.0,2,Search,2021-08-30 15:29:21+00:00,
7383,Wayne,Clark,Shenzhen,China,121.0,2,Search,2024-06-13 05:30:12+00:00,
7384,Donald,Gordon,Gwangmyeong City,South Korea,121.0,1,Search,2024-09-29 00:39:28+00:00,
7385,Warren,James,Incheon Metropolitan City,South Korea,121.0,2,Search,2025-09-29 15:45:48+00:00,
7386,Samantha,Jones,Columbia,United States,121.0,1,Search,2025-09-13 10:02:30+00:00,
7387,Tara,Cochran,Vila Passagem Florida,Brasil,120.9900016784668,2,Search,2025-09-30 04:05:41.020909+00:00,3.0
7388,Charlotte,Bryan,Bolton,United Kingdom,120.9900016784668,2,Search,2024-06-02 07:58:22+00:00,9.0
7389,Ashley,Wallace,Guiyang,China,120.9900016784668,2,Search,2025-04-09 04:19:43+00:00,
7390,Donna,White,Guiyang,China,120.98999977111816,2,Search,2025-09-14 04:54:55+00:00,
7391,Sarah,Griffin,Incheon Metropolitan City,South Korea,120.98999977111816,4,Facebook,2025-08-06 15:54:09+00:00,
7392,Kathleen,Gillespie,Avignon,France,120.98999977111816,3,Search,2025-05-16 00:26:28+00:00,
7393,Jeff,Harrington,Marseille,France,120.98999977111816,2,Search,2023-11-09 11:50:40+00:00,1041.0
7394,Anne,Thompson,Harbin,China,120.98999786376953,2,Search,2025-01-12 13:57:08+00:00,61.0
7395,Jesse,Obrien,Havertown,United States,120.98999786376952,2,Search,2025-06-29 14:46:39+00:00,551.0
7396,Jessica,Moss,Chatham,United Kingdom,120.98000144958496,4,Search,2022-10-15 11:16:51+00:00,
7397,Tammy,Escobar,Philadelphia,United States,120.97999954223633,2,Organic,2019-10-19 13:21:38+00:00,
7398,Peter,Hernandez,Pharr,United States,120.97999954223633,4,Organic,2023-11-02 12:36:53+00:00,
7399,Aaron,Mccullough,Carson,United States,120.97999763488768,2,Search,2024-03-02 01:47:59+00:00,
7400,Morgan,Salazar,Camp Pendleton North,United States,120.97999763488768,2,Facebook,2025-02-23 04:48:17+00:00,122.0
7401,Matthew,Cantu,Broomfield,United States,120.95000076293945,3,Search,2025-01-20 12:38:09+00:00,19.0
7402,Kelly,Cantu,Hefei,China,120.95000076293945,3,Search,2023-09-23 21:53:18+00:00,
7403,Wesley,Kelly,Suizhou,China,120.95000076293945,3,Search,2025-08-17 00:07:32+00:00,
7404,Tiffany,May,Bonito,Brasil,120.95000076293945,2,Facebook,2022-04-25 22:08:31+00:00,
7405,Kevin,Thomas,Zhangye,China,120.95000076293945,2,Search,2025-06-08 03:39:15+00:00,
7406,Annette,Taylor,Incheon Metropolitan City,South Korea,120.94999980926514,2,Search,2025-01-23 13:49:11+00:00,
7407,Janet,Ferrell,Ningbo,China,120.94000148773193,3,Search,2025-08-25 08:53:22+00:00,66.0
7408,Amber,Patterson,Overland Park,United States,120.93000030517578,4,Search,2025-05-15 05:13:38+00:00,242.0
7409,Dawn,Stewart,Shenzhen,China,120.92000007629395,3,Search,2024-08-14 05:04:33+00:00,
7410,William,Moss,Harpenden,United Kingdom,120.8900032043457,3,Search,2024-07-04 22:55:05+00:00,
7411,Ethan,Hull,Avileses,Spain,120.86999893188477,2,Search,2025-09-26 01:11:51+00:00,
7412,Jennifer,Ward,Rio Claro,Brasil,120.86000061035156,2,Search,2025-04-30 02:23:15+00:00,417.0
7413,Alejandro,Williams,Xiamen,China,120.8400001525879,2,Search,2022-01-18 09:17:44+00:00,
7414,Richard,Johnson,White,China,120.78000164031982,4,Search,2024-02-20 03:03:09+00:00,
7415,Jimmy,Gutierrez,Cabo de Santo Agostinho,Brasil,120.73000049591064,4,Organic,2023-12-08 16:38:01+00:00,
7416,Troy,Jackson,Bühl,Germany,120.69000244140624,1,Organic,2024-01-02 06:21:21+00:00,
7417,Joel,Collins,Peyton,United States,120.69000244140624,1,Search,2025-06-06 22:38:27+00:00,
7418,Christopher,Alvarado,Hattersheim am Main,Germany,120.69000244140624,1,Search,2025-06-15 05:28:53+00:00,
7419,Hector,Elliott,Hangzhou,China,120.69000244140624,1,Search,2023-09-21 17:08:20+00:00,
7420,Monique,Ramirez,Changde,China,120.64999961853027,3,Search,2025-08-16 01:25:44+00:00,
7421,Thomas,Dean,Goiânia,Brasil,120.62999725341797,2,Organic,2022-02-22 03:50:33+00:00,
7422,Courtney,Pham,Houston,United States,120.58999633789062,2,Search,2024-08-17 01:38:46+00:00,561.0
7423,Duane,Chaney,Okcheon County,South Korea,120.5,2,Display,2025-09-21 07:52:54+00:00,
7424,Patricia,Duncan,Correntinho,Brasil,120.5,2,Search,2025-05-29 00:15:21+00:00,
7425,Jose,Glass,Rowlett,United States,120.5,2,Search,2025-06-11 02:46:54+00:00,
7426,Ruth,Stuart,Tours,France,120.48999977111816,2,Search,2025-06-12 04:43:37+00:00,
7427,Lisa,Koch,Paragominas,Brasil,120.48999977111816,3,Search,2023-12-28 23:58:32+00:00,
7428,Jill,Hardin,Colchester,United Kingdom,120.44000244140625,4,Search,2024-09-30 00:26:29+00:00,
7429,Donald,Mckee,Guangzhou,China,120.4000015258789,3,Search,2025-09-21 02:07:37+00:00,
7430,Timothy,Hicks,New York,United States,120.40000057220459,4,Organic,2025-07-02 07:52:02+00:00,347.0
7431,Ashley,Payne,Harbin,China,120.39999961853027,4,Search,2023-12-11 08:35:51+00:00,
7432,Brianna,Torres,null,Brasil,120.30000305175781,2,Email,2025-02-24 15:04:12+00:00,285.0
7433,Miranda,Hudson,Dover,United States,120.18999862670897,2,Search,2022-11-23 15:18:51+00:00,
7434,Connie,Porter,Curvelo,Brasil,120.14999961853027,4,Search,2023-12-15 12:10:32+00:00,
7435,Michael,Gardner,Londrina,Brasil,120.11999893188477,2,Search,2025-07-06 13:48:25+00:00,376.0
7436,Sara,Bentley,Manaus,Brasil,120.0,1,Organic,2025-03-10 22:12:27+00:00,
7437,Tyler,Vega,null,Brasil,120.0,1,Search,2025-09-27 15:42:59+00:00,
7438,Scott,Haynes,South Elmsall,United Kingdom,120.0,1,Organic,2024-07-25 15:24:32+00:00,
7439,Cindy,Morales,Long Buckby,United Kingdom,120.0,2,Organic,2024-09-30 02:07:32+00:00,
7440,Stephanie,Morales,Lakeside,United States,120.0,1,Search,2025-08-29 16:35:54+00:00,
7441,Jose,Holland,Shangrao,China,120.0,1,Search,2024-06-14 10:28:14+00:00,
7442,Cassidy,Jimenez,Lan'Zhou,China,120.0,1,Search,2024-07-05 13:09:56+00:00,
7443,David,Hayes,Handan,China,120.0,1,Search,2024-12-26 12:48:27+00:00,
7444,Hunter,Contreras,Incheon Metropolitan City,South Korea,120.0,1,Search,2024-05-19 22:04:57+00:00,
7445,Jonathan,Sullivan,Hefei,China,120.0,2,Display,2023-11-24 08:06:04+00:00,
7446,Lori,Clark,Wenzhou,China,120.0,3,Search,2025-09-24 17:11:28+00:00,6.0
7447,Elizabeth,Mason,Tianjin,China,120.0,1,Search,2023-02-01 09:13:54+00:00,
7448,Kristin,Olson,Newcastle,Australia,120.0,1,Search,2023-06-27 06:54:17+00:00,
7449,Matthew,Tanner,Nordenham,Germany,120.0,1,Search,2025-09-01 04:06:37+00:00,
7450,Cameron,Owen,Lüneburg,Germany,120.0,3,Search,2024-08-22 09:58:17+00:00,146.0
7451,Pamela,Dunn,null,Brasil,120.0,1,Display,2023-08-06 08:26:45+00:00,
7452,Gabriel,White,Duque de Caxias,Brasil,120.0,1,Search,2024-09-12 15:44:50+00:00,
7453,Jeanette,Mcdaniel,Chongqing,China,120.0,2,Organic,2024-12-08 14:59:55+00:00,
7454,Krystal,Colon,El Paso,United States,120.0,1,Organic,2025-03-21 04:58:28+00:00,
7455,David,Pittman,Seguin,United States,120.0,1,Search,2025-05-13 14:59:31+00:00,
7456,Michael,Bell,Cedar Park,United States,120.0,1,Search,2024-05-31 01:05:17+00:00,
7457,Pamela,Dominguez,Jena,Germany,120.0,1,Facebook,2024-08-01 15:23:39+00:00,
7458,Kimberly,Cannon,Higashi Kozoi,Japan,120.0,2,Organic,2024-03-07 14:10:15+00:00,
7459,Michael,Sanchez,Tokyo,Japan,120.0,1,Search,2025-09-08 12:26:54+00:00,
7460,Rachel,Webb,Suzhou,China,120.0,1,Search,2024-11-07 05:14:43+00:00,
7461,Anthony,Jones,Jiaozuo,China,120.0,2,Facebook,2023-02-19 02:14:38+00:00,573.0
7462,Raymond,Jackson,Aracaju,Brasil,119.9900016784668,2,Search,2025-09-03 06:15:03+00:00,
7463,Brian,Harrison,Franca,Brasil,119.9900016784668,4,Facebook,2023-09-05 14:43:52+00:00,
7464,Marissa,Hall,Linyi,China,119.98999977111816,2,Search,2025-09-29 03:41:28+00:00,
7465,Levi,Kirby,Zhengzhou,China,119.98999786376952,1,Search,2023-10-09 05:11:51+00:00,
7466,Benjamin,Oconnell,Tucson,United States,119.98999786376952,1,Search,2024-03-29 05:20:05+00:00,
7467,Tony,Ramirez,Horb am Neckar,Germany,119.98999786376952,1,Facebook,2023-06-01 16:55:01+00:00,
7468,Regina,Robbins,South San Francisco,United States,119.98999786376952,1,Facebook,2024-03-24 04:35:06+00:00,
7469,Eduardo,Glover,Los Angeles,United States,119.98999786376952,1,Search,2021-11-21 14:11:26+00:00,
7470,Thomas,Smith,Leganés,Spain,119.98999786376952,1,Search,2025-10-02 09:35:17.878297+00:00,
7471,Sarah,Huynh,Brasília,Brasil,119.98999786376952,1,Search,2025-08-10 14:22:00+00:00,
7472,John,Martinez,Plymouth,United Kingdom,119.98999786376952,1,Search,2023-05-26 14:41:09+00:00,
7473,Stephen,Smith,Siheung City,South Korea,119.98999786376952,1,Search,2024-08-14 15:51:56+00:00,
7474,Bryan,Waters,Suwon City,South Korea,119.98999786376952,1,Search,2020-08-13 17:23:33+00:00,
7475,Nicole,Patrick,null,South Korea,119.98999786376952,1,Organic,2023-09-16 09:46:02+00:00,
7476,Tyler,Harris,Jiaxing,China,119.98999786376952,1,Display,2025-06-11 23:21:06+00:00,
7477,Dawn,Martin,Yichang,China,119.98999786376952,1,Organic,2025-02-27 14:25:31+00:00,
7478,Robert,Myers,Meinerzhagen,Germany,119.98999786376952,1,Organic,2024-12-26 06:12:06+00:00,
7479,Christopher,Gutierrez,Tulsa,United States,119.98999786376952,1,Facebook,2025-08-24 06:03:27+00:00,
7480,Andrew,Flores,Ibiporã,Brasil,119.98999786376952,1,Search,2025-02-15 05:48:42+00:00,
7481,Jennifer,Reyes,Bilbao,Spain,119.98999786376952,1,Search,2024-08-24 12:06:43+00:00,
7482,Ryan,Stewart,Itaperuna,Brasil,119.98999786376952,1,Search,2024-06-02 12:07:33+00:00,
7483,Rachel,Miles,Mafra,Brasil,119.98999786376952,1,Search,2024-08-27 16:10:06+00:00,
7484,Jon,Ramirez,Chengdu,China,119.98999786376952,1,Search,2025-04-06 09:59:58+00:00,
7485,Logan,Rivera,Shanwei,China,119.98999786376952,1,Search,2023-02-03 11:22:22+00:00,
7486,Alexander,Ramirez,Shanghai,China,119.98999786376952,1,Display,2024-05-22 15:50:39+00:00,
7487,Benjamin,Brewer,Watertown,United States,119.98999786376952,1,Search,2025-09-28 23:05:53+00:00,
7488,Stephen,Rodriguez,Brownsville,United States,119.98999786376952,1,Email,2024-02-12 04:04:54+00:00,
7489,Andre,Watson,Shenyang,China,119.98999786376952,1,Search,2023-04-20 01:02:27+00:00,
7490,Larry,Adams,Fuyang,China,119.98999786376952,1,Search,2025-07-04 14:36:54+00:00,
7491,Adrian,Johnson,Gembloux,Belgium,119.98999786376952,1,Search,2025-09-02 08:08:48+00:00,
7492,Mark,Ramirez,Perth,Australia,119.98999786376952,1,Search,2025-03-06 07:51:11+00:00,
7493,Eric,Lowe,Long Beach,United States,119.9800033569336,1,Search,2023-10-31 21:34:06+00:00,
7494,Alexander,Padilla,Haikou,China,119.9800033569336,1,Organic,2023-12-23 07:40:21+00:00,
7495,Savannah,Cruz,Shenzhen,China,119.9800033569336,1,Organic,2025-05-31 15:44:04+00:00,
7496,Lynn,Adams,Nordhorn,Germany,119.9800033569336,2,Organic,2024-12-03 06:07:41+00:00,153.0
7497,Kimberly,Mcneil,Belém,Brasil,119.98000144958496,4,Facebook,2021-07-20 16:10:17+00:00,
7498,Mark,Mcmahon,Rancho Palos Verdes,United States,119.97000312805176,2,Search,2025-03-19 16:15:45+00:00,
7499,Carol,Zamora,Wuhan,China,119.95999908447266,2,Search,2020-10-10 11:03:14+00:00,
7500,Wendy,Oconnor,Jeonju City,South Korea,119.95000076293945,3,Organic,2024-09-26 03:07:50+00:00,391.0
7501,Alejandra,West,Pará de Minas,Brasil,119.95000076293945,2,Search,2023-08-26 16:08:35+00:00,
7502,Melissa,Eaton,Ath,Belgium,119.95000076293945,4,Search,2022-10-17 12:57:28+00:00,
7503,Gary,Golden,Sanger,United States,119.9499969482422,1,Display,2025-06-26 22:29:37+00:00,
7504,James,Frazier,Asan City,South Korea,119.9499969482422,1,Search,2025-09-26 03:19:14+00:00,
7505,Jimmy,Gardner,Stanley,United Kingdom,119.9499969482422,1,Search,2025-03-06 14:14:34+00:00,
7506,Jack,Lopez,London,United Kingdom,119.9499969482422,1,Search,2025-10-01 00:22:19+00:00,
7507,Tammy,Payne,Berlare,Belgium,119.9499969482422,1,Organic,2025-07-25 10:22:44+00:00,
7508,Natalie,Jones,Genk,Belgium,119.9499969482422,1,Search,2025-10-03 00:25:58.429836+00:00,
7509,Alexander,Foster,Miami Lakes,United States,119.9499969482422,1,Search,2025-03-15 08:33:20+00:00,
7510,Danielle,Carpenter,Deerfield Beach,United States,119.9499969482422,1,Search,2025-03-02 07:04:04+00:00,
7511,Andrew,Watkins,Savannah,United States,119.9499969482422,1,Search,2025-08-18 15:22:32+00:00,
7512,Marcus,Barr,Darnestown,United States,119.9499969482422,1,Search,2024-06-22 00:24:48+00:00,
7513,Christopher,Ortega,Kawagoe City,Japan,119.9499969482422,1,Organic,2025-06-27 14:22:26+00:00,
7514,Chris,Willis,Edinburgh,United Kingdom,119.9499969482422,1,Facebook,2025-07-26 09:05:53+00:00,
7515,Monica,Robinson,Shibata City,Japan,119.9499969482422,1,Email,2021-04-20 15:38:45+00:00,
7516,Michael,Jones,Huizhou,China,119.94999694824217,2,Search,2024-05-19 17:55:33+00:00,
7517,Lucas,Holland,Laredo,United States,119.94000244140625,4,Search,2025-07-26 08:51:57+00:00,83.0
7518,Robert,Arroyo,Shan Tou,China,119.94000053405762,3,Search,2021-03-24 14:43:51+00:00,
7519,Denise,Huffman,Zhongshan,China,119.93999862670897,2,Search,2025-07-09 00:08:56+00:00,
7520,Bruce,Barrett,Berkley,United States,119.93999671936034,3,Search,2025-03-02 07:03:04+00:00,5.0
7521,Max,Kelley,Paris,France,119.93999671936034,2,Search,2023-02-16 06:01:01+00:00,684.0
7522,Maria,Nguyen,Brasília,Brasil,119.92999649047852,2,Search,2024-09-03 14:24:39+00:00,152.0
7523,Jessica,Davis,Tangará da Serra,Brasil,119.92000198364258,4,Search,2024-08-18 05:21:27+00:00,
7524,Amber,Brown,Chengdu,China,119.9000015258789,4,Search,2024-08-30 07:09:06+00:00,
7525,Donald,Brown,Shanghai,China,119.8799991607666,2,Search,2025-09-14 13:33:22+00:00,
7526,Richard,Hart,Beijing,China,119.86000156402588,4,Search,2023-03-21 08:33:45+00:00,289.0
7527,Amanda,Walker,Wuzhong,China,119.83000373840332,4,Search,2025-07-29 14:40:44+00:00,
7528,Michele,Ramsey,Miami,United States,119.75000190734863,3,Search,2025-07-29 02:13:24+00:00,
7529,Brianna,Shelton,Manaus,Brasil,119.74999713897705,4,Facebook,2021-02-19 02:31:16+00:00,
7530,Renee,Hoffman,Centennial,United States,119.71000146865845,4,Search,2025-09-03 08:09:58+00:00,728.0
7531,David,Saunders,Huludao,China,119.6999969482422,1,Search,2024-03-16 10:43:15+00:00,
7532,Meagan,Henson,Jaguariúna,Brasil,119.63999938964842,3,Search,2025-10-02 07:05:42+00:00,
7533,Lauren,Davis,Garmisch-Partenkirchen,Germany,119.60000324249268,4,Search,2024-08-29 05:46:42+00:00,162.0
7534,Timothy,Davis,São Lourenço do Sul,Brasil,119.5999984741211,2,Organic,2021-04-23 03:47:31+00:00,
7535,Joseph,Ramos,Osaka City,Japan,119.54999923706055,2,Search,2025-02-18 00:37:37+00:00,
7536,Patrick,Woods,Poitiers,France,119.54000091552734,3,Search,2024-10-26 02:39:43+00:00,
7537,Dana,English,Vétraz-Monthoux,France,119.5,2,Search,2024-06-05 13:17:03+00:00,98.0
7538,Kim,Cook,Xi'an,China,119.5,1,Search,2020-10-04 14:08:06+00:00,
7539,Jonathan,Gonzalez,Incheon Metropolitan City,South Korea,119.5,2,Organic,2025-03-26 01:31:16+00:00,
7540,Christopher,Willis,Chengdu,China,119.5,2,Search,2025-02-25 05:08:43+00:00,
7541,Sheila,Thomas,Hannover,Germany,119.5,1,Search,2025-04-29 23:25:54+00:00,
7542,Curtis,Harding,Welcome,United States,119.5,2,Organic,2025-08-22 12:20:14+00:00,
7543,Jennifer,Bennett,Seoul,South Korea,119.5,1,Search,2019-07-15 05:58:28+00:00,
7544,Mark,Delgado,Nantong,China,119.5,2,Search,2023-05-11 09:56:17+00:00,
7545,David,Wood,Qingyuan,China,119.5,2,Search,2025-09-13 02:16:12+00:00,
7546,Cory,Crawford,Incheon Metropolitan City,South Korea,119.4900016784668,2,Search,2025-09-20 08:56:59+00:00,
7547,Eric,Bailey,Wenzhou,China,119.4900016784668,3,Search,2025-01-15 07:01:26+00:00,115.0
7548,John,Frazier,Köln,Germany,119.4900016784668,2,Search,2025-08-16 04:19:18+00:00,116.0
7549,Michelle,Powell,Saint-Offenge,France,119.48999977111816,2,Search,2023-11-25 00:51:54+00:00,
7550,William,Herring,San Antonio,United States,119.48999786376953,2,Search,2024-04-10 07:33:54+00:00,148.0
7551,Brian,Gonzalez,Tangshan,China,119.47000122070312,2,Search,2024-04-28 16:06:58+00:00,
7552,Kevin,Gonzales,Houston,United States,119.45000076293945,2,Search,2025-01-17 10:19:49+00:00,
7553,Brandon,Mcdowell,Suihua,China,119.44999694824219,2,Search,2025-05-09 11:39:42+00:00,
7554,Karen,Davis,São Raimundo Nonato,Brasil,119.44999694824217,2,Email,2024-02-24 00:23:02+00:00,
7555,Kristi,Martinez,Cheonan City,South Korea,119.43000030517578,4,Search,2025-06-26 21:03:09+00:00,
7556,James,Lewis,Foshan,China,119.43000030517578,2,Search,2025-09-28 13:54:49+00:00,111.0
7557,Amy,Giles,Zhangzhou,China,119.37999725341795,1,Search,2024-02-09 06:27:53+00:00,
7558,Wendy,Robinson,New York,United States,119.37999725341795,1,Search,2023-12-03 22:07:11+00:00,
7559,Melissa,Decker,Janaúba,Brasil,119.35000038146971,2,Search,2021-01-26 05:03:37+00:00,467.0
7560,William,Dominguez,London,United Kingdom,119.32999610900879,3,Search,2023-08-23 11:57:13+00:00,
7561,Wendy,Obrien,Heilbronn,Germany,119.30999946594238,2,Organic,2024-11-19 13:39:08+00:00,
7562,Kathy,Hammond,Taiyuan,China,119.30000019073486,2,Search,2024-07-21 14:49:02+00:00,
7563,Matthew,Beck,Jiangmen,China,119.22000503540039,2,Organic,2025-04-21 10:29:30+00:00,
7564,Michael,Monroe,Kashgar area,China,119.20999908447266,2,Search,2024-10-26 13:19:25+00:00,
7565,Charles,Davis,Incheon Metropolitan City,South Korea,119.19999694824219,3,Search,2024-04-25 06:05:04+00:00,
7566,Maria,Ford,Arlington,United States,119.11999988555908,2,Facebook,2023-04-26 22:56:24+00:00,
7567,Anne,Dalton,Beijing,China,119.05999755859375,4,Search,2025-10-06 01:37:42.878599+00:00,
7568,Carrie,Nguyen,Joint Base Pearl Harbor-Hickam,United States,119.05999755859375,4,Search,2024-06-08 08:07:09+00:00,
7569,Cynthia,Walton,Rio Branco,Brasil,119.0,2,Search,2024-04-03 23:42:09+00:00,13.0
7570,Lisa,Smith,Campohermoso,Spain,119.0,1,Search,2025-01-18 03:13:32+00:00,
7571,Stephen,Lopez,Wuhan,China,119.0,1,Search,2025-09-07 22:44:30+00:00,
7572,Ryan,Ortega,Huainan,China,119.0,1,Search,2025-02-03 00:11:14+00:00,
7573,Robert,Stevenson,Pingliang,China,119.0,2,Search,2025-09-15 23:09:46+00:00,510.0
7574,Monica,Walker,Taden,France,119.0,1,Search,2024-01-11 09:33:29+00:00,
7575,Jerry,Bennett,Tulare,United States,119.0,1,Search,2020-12-12 23:56:44+00:00,
7576,Richard,Wilkinson,Las Palmas de Gran Canaria,Spain,119.0,1,Search,2021-09-19 23:31:08+00:00,
7577,Bradley,Hernandez,Albacete,Spain,119.0,1,Organic,2025-02-12 02:31:49+00:00,
7578,Cynthia,Gardner,Vic,Spain,119.0,1,Search,2025-08-06 02:01:24+00:00,
7579,Karen,Bryan,Boa Viagem,Brasil,119.0,1,Search,2024-06-27 09:13:41+00:00,
7580,Kyle,Hunter,Russas,Brasil,119.0,1,Organic,2024-05-09 09:14:00+00:00,
7581,John,Little,Alcira,Spain,119.0,1,Search,2021-12-24 16:54:12+00:00,
7582,Ralph,Larsen,Plymouth,United Kingdom,119.0,1,Search,2025-04-07 13:55:01+00:00,
7583,Jeffrey,Tucker,Dewsbury,United Kingdom,119.0,1,Search,2022-10-08 01:39:14+00:00,
7584,Michael,Noble,Gateshead,United Kingdom,119.0,1,Search,2023-12-14 01:53:14+00:00,
7585,Daniel,Ball,Dongguan,China,119.0,1,Search,2023-01-15 13:56:56+00:00,
7586,Paula,Cook,Shanghai,China,119.0,1,Search,2022-07-04 14:03:08+00:00,
7587,Catherine,Dunn,Shanghai,China,119.0,1,Organic,2024-06-02 16:26:07+00:00,
7588,Justin,Hicks,Guangzhou,China,119.0,2,Search,2025-08-18 22:49:46+00:00,
7589,Isaac,Diaz,Hampton,United States,119.0,1,Facebook,2025-07-10 22:05:30+00:00,
7590,John,Allen,Pingxiang,China,119.0,2,Search,2025-09-12 02:16:59+00:00,472.0
7591,Hayley,Hopkins,NanNing,China,119.0,1,Search,2025-09-23 07:18:23+00:00,
7592,Timothy,Carter,Datong,China,119.0,2,Search,2025-03-06 07:36:38+00:00,
7593,Larry,Medina,Hengyang,China,119.0,1,Search,2025-03-21 09:57:53+00:00,
7594,Michael,Scott,Quanzhou,China,119.0,1,Search,2024-08-09 16:31:10+00:00,
7595,Kendra,Wood,Heyuan,China,119.0,1,Search,2025-05-27 13:54:25+00:00,
7596,Richard,Castaneda,Campo Belo,Brasil,119.0,1,Organic,2024-11-23 14:48:59+00:00,
7597,Jacob,Wilson,Nîmes,France,119.0,1,Search,2025-05-27 00:45:25+00:00,
7598,Barry,Hall,Grasse,France,119.0,1,Search,2025-05-17 11:46:48+00:00,
7599,Paul,Gallegos,Zweibrücken,Germany,119.0,2,Display,2024-09-10 06:12:44+00:00,
7600,Christopher,Cook,Santa Cruz,Brasil,119.0,1,Organic,2025-01-12 03:34:45+00:00,
7601,Jessica,Smith,São Gonçalo do Amarante,Brasil,119.0,1,Search,2022-11-08 12:33:30+00:00,
7602,Janice,Harmon,Seoul,South Korea,119.0,1,Search,2025-02-02 15:58:33+00:00,
7603,Hector,Trevino,Seoul,South Korea,119.0,1,Search,2025-04-28 06:52:02+00:00,
7604,Norma,Holloway,Jinan,China,119.0,1,Search,2025-07-15 04:51:46+00:00,
7605,Michael,Sharp,Jixi,China,119.0,1,Facebook,2024-03-24 07:59:15+00:00,
7606,Kaylee,Reynolds,Austin,United States,119.0,1,Organic,2020-07-09 11:22:30+00:00,
7607,Barbara,Hill,Beijing,China,119.0,1,Organic,2025-08-05 04:18:57+00:00,
7608,Jonathan,Gates,Chengdu,China,118.9900016784668,4,Search,2021-04-08 06:24:08+00:00,79.0
7609,Gina,Murphy,Sax,Spain,118.9900016784668,2,Organic,2024-03-03 23:16:08+00:00,
7610,Scott,Young,Fujimi City,Japan,118.9900016784668,2,Search,2021-07-30 17:53:26+00:00,
7611,Kathy,Vance,Shangrao,China,118.9900016784668,2,Search,2025-08-31 16:24:12+00:00,108.0
7612,Michelle,Allen,Brussels,Belgium,118.98999977111816,2,Search,2025-07-13 05:44:23+00:00,
7613,Matthew,Rush,Zhengzhou,China,118.98999977111816,2,Email,2021-11-18 04:30:46+00:00,
7614,David,Nguyen,Shenyang,China,118.98999977111816,2,Search,2023-11-05 03:19:20+00:00,
7615,Michelle,Smith,Bochum,Germany,118.98999786376953,3,Search,2025-04-08 17:20:31+00:00,
7616,Julie,Hart,Eight Wangzi City,Japan,118.98999786376952,1,Facebook,2024-05-08 13:02:33+00:00,
7617,John,Johnson,Waukegan,United States,118.9800033569336,2,Search,2024-12-26 10:51:48+00:00,
7618,Terri,Leach,Irving,United States,118.98000144958496,3,Search,2025-02-28 01:34:25+00:00,
7619,Alisha,Reilly,Jiangmen,China,118.97999954223633,2,Search,2025-07-30 13:16:25+00:00,
7620,David,Garcia,Shenzhen,China,118.97999954223633,3,Search,2025-05-14 03:14:00+00:00,843.0
7621,Brittany,Merritt,Edewecht,Germany,118.97000122070312,4,Display,2022-08-26 14:45:47+00:00,181.0
7622,Kerri,Smith,Claret,France,118.96999740600585,2,Search,2025-01-17 08:48:11+00:00,
7623,John,Smith,Tucson,United States,118.96000289916992,2,Search,2022-08-11 11:28:04+00:00,
7624,William,Stewart,Santa Rita,Brasil,118.95000076293945,2,Email,2024-07-10 08:24:21+00:00,
7625,Jesse,Dawson,Toda City,Japan,118.95000076293945,3,Search,2025-10-01 04:06:59+00:00,973.0
7626,Sylvia,Roberts,Hengshui,China,118.95000076293945,4,Search,2025-08-18 03:16:52+00:00,
7627,Joseph,Torres,Hamamatsu city,Japan,118.94999694824219,2,Organic,2025-07-02 04:25:33+00:00,
7628,Kyle,Trujillo,Dongguan,China,118.94000053405762,4,Search,2025-07-27 14:53:10+00:00,64.5
7629,Jeffrey,Hunt,Mouliets-et-Villemartin,France,118.94000053405762,4,Organic,2025-06-07 01:11:58+00:00,
7630,Monica,Marshall,Porto Alegre,Brasil,118.93999671936034,3,Search,2025-10-02 15:12:32.944781+00:00,
7631,Meagan,Johnson,Incheon Metropolitan City,South Korea,118.89999771118164,4,Search,2025-08-05 02:16:37+00:00,
7632,Paul,Long,New York,United States,118.88999938964844,2,Search,2025-01-22 08:07:37+00:00,1198.0
7633,Taylor,Gray,Haikou,China,118.86000347137451,4,Search,2023-06-08 17:08:13+00:00,
7634,Laura,Orozco,Chengdu,China,118.77999877929686,2,Search,2021-11-18 08:09:16+00:00,
7635,Danielle,Hall,Washington,United States,118.75,1,Search,2025-06-07 07:50:45+00:00,
7636,Jacqueline,Blackburn,Extrema,Brasil,118.75,1,Search,2025-03-23 03:11:07+00:00,
7637,Andrew,Ellison,Xin Yu,China,118.73999786376953,2,Search,2025-05-21 14:36:16+00:00,92.0
7638,Amanda,Caldwell,Boulogne-sur-Mer,France,118.58999633789062,2,Organic,2025-09-29 03:07:26.224865+00:00,
7639,Megan,Bauer,Parobé,Brasil,118.58000183105467,1,Display,2022-11-07 13:50:22+00:00,
7640,Alex,Porter,Farmington,United States,118.56999969482422,1,Search,2023-05-31 11:00:17+00:00,
7641,Sara,Stafford,Coventry,United Kingdom,118.5,2,Search,2025-05-03 17:21:30+00:00,
7642,Aaron,Ingram,Bromley,United Kingdom,118.5,2,Search,2021-11-01 16:00:48+00:00,430.0
7643,Joshua,Hayes,NanNing,China,118.5,3,Search,2020-08-03 08:39:56+00:00,
7644,Heather,Archer,São Paulo,Brasil,118.5,1,Search,2024-09-18 06:46:41+00:00,
